rank,hand,label,notation,combos,equity_pct,win_pct,tie_pct,win_count,tie_count,denominator,rank_low,rank_high
8561,QcTd3d2c,QT32 (ds),(Q2)(T3),12,49.439858,48.653068,1.57358,1233737311008,39902600520,2535785239680,8561,8561
8562,QcJc9d3h,QJ93 (ss),(QJ)93,24,49.439694,48.53493,1.809529,2461483169664,91771548120,5071570479360,8562,8562
8563,AcTd3h3c,AT33 (ss),(A3)T3,24,49.43916,49.001077,0.876165,2485124169960,44435309328,5071570479360,8563,8563
8564,Tc7d7c4c,T774 (3s),(T74)7,12,49.439056,49.097363,0.683386,1245003694824,17329201080,2535785239680,8564,8564
8565,JcTd7d5d,JT75 (3s),J(T75),12,49.438715,48.427397,2.022635,1228014782736,51289691268,2535785239680,8565,8565
8566,KcTd9c2c,KT92 (3s),(K92)T,12,49.436366,48.507328,1.858077,1230041664144,47116832820,2535785239680,8566,8566
8567,Ac9d8c2c,A982 (3s),(A82)9,12,49.436237,48.518691,1.835093,1230329794944,46534012128,2535785239680,8567,8567
8568,QcTc7c5d,QT75 (3s),(QT7)5,12,49.435074,48.450591,1.968967,1228602928848,49928780940,2535785239680,8568,8568
8569,AcJd5h3h,AJ53 (ss),AJ(53),24,49.433731,48.48491,1.897643,2458946390424,96240283464,5071570479360,8569,8569
8570,JcTd6h5h,JT65 (ss),JT(65),24,49.433071,48.42023,2.025682,2455666071960,102733901808,5071570479360,8570,8570
8571,9d9c3h2c,9932 (ss),(92)93,24,49.431411,49.139459,0.583904,2492142308592,29613125016,5071570479360,8571,8571
8572,AcKd4d2d,AK42 (3s),A(K42),12,49.430836,48.449854,1.961964,1228584244716,49751186496,2535785239680,8572,8572
8573,Jc9d8h6h,J986 (ss),J9(86),24,49.429736,48.505845,1.847782,2460008116272,93711583128,5071570479360,8573,8573
8574,JcTd8h4h,JT84 (ss),JT(84),24,49.429358,48.458014,1.942688,2457582322056,98524808760,5071570479360,8574,8574
8575,8d8c6h3h,8863 (ss),88(63),12,49.428534,49.058316,0.740435,1244013532020,18775849404,2535785239680,8575,8575
8576,Qc9d8h5h,Q985 (ss),Q9(85),24,49.428332,48.533351,1.789962,2461403083512,90779205096,5071570479360,8576,8576
8577,9d9c5h4s,9954 (r),9954,12,49.426988,48.971822,0.910333,1241820228312,23084100324,2535785239680,8577,8577
8578,QcTd8c4c,QT84 (3s),(Q84)T,12,49.426172,48.460843,1.930657,1228862903280,48957323952,2535785239680,8578,8578
8579,Qc9c5d5c,Q955 (3s),(Q95)5,12,49.42589,48.990319,0.871142,1242289285320,22090285788,2535785239680,8579,8579
8580,KcJd7h3c,KJ73 (ss),(K3)J7,24,49.425251,48.531097,1.788309,2461288791096,90695345616,5071570479360,8580,8580
8581,KcJc8c4d,KJ84 (3s),(KJ8)4,12,49.425248,48.504951,1.840593,1229981399688,46673490408,2535785239680,8581,8581
8582,Kc8d7d6d,K876 (3s),K(876),12,49.423542,48.500347,1.846391,1229864634588,46820498184,2535785239680,8582,8582
8583,Kc9d8h5h,K985 (ss),K9(85),24,49.423047,48.546923,1.752248,2462091414456,88866474840,5071570479360,8583,8583
8584,AcTd6d3h,AT63 (ss),A(T6)3,24,49.421979,48.529645,1.784667,2461215156600,90510669000,5071570479360,8584,8584
8585,AcKd8h2h,AK82 (ss),AK(82),24,49.421837,48.515888,1.811899,2460517459320,91891722600,5071570479360,8585,8585
8586,KcTc7c4c,KT74 (m),(KT74),4,49.421254,48.414421,2.013666,409228578364,17020751724,845261746560,8586,8586
8587,Kc9h9d2s,K992 (r),K992,12,49.419995,49.173054,0.493882,1246923034704,12523785024,2535785239680,8587,8587
8588,Qc7d5d4c,Q754 (ds),(Q4)(75),12,49.41969,48.687938,1.463505,1234621537932,37111337508,2535785239680,8588,8588
8589,Jc8d8c2c,J882 (3s),(J82)8,12,49.419003,49.161549,0.514907,1246631300424,13056946212,2535785239680,8589,8589
8590,JcTd9h4c,JT94 (ss),(J4)T9,24,49.418758,48.473031,1.891454,2458343939928,95926423176,5071570479360,8590,8590
8591,JcTd6s6h,JT66 (r),JT66,12,49.418321,48.810647,1.215347,1237733183016,30818598984,2535785239680,8591,8591
8592,9d9c3c2h,9932 (ss),(93)92,24,49.416064,49.124034,0.58406,2491359990168,29621010888,5071570479360,8592,8592
8593,9d9c8h2s,9982 (r),9982,12,49.415896,49.032297,0.767197,1243353758652,19454458872,2535785239680,8593,8593
8594,Jc7c6d6c,J766 (3s),(J76)6,12,49.414173,48.993434,0.841478,1242368272080,21338086752,2535785239680,8594,8594
8595,KcQdJh6s,KQJ6 (r),KQJ6,24,49.413927,48.363513,2.100827,2452789671888,106544928048,5071570479360,8595,8595
8596,9c7h7d3d,9773 (ss),9(73)7,24,49.412687,49.075259,0.674855,2488886369472,34225741992,5071570479360,8596,8596
8597,QcJd7h4d,QJ74 (ss),Q(J4)7,24,49.411978,48.474113,1.87573,2458398821760,95128971720,5071570479360,8597,8597
8598,KcJc4d3h,KJ43 (ss),(KJ)43,24,49.411695,48.469404,1.884582,2458159981512,95577884592,5071570479360,8598,8598
8599,Tc9d8h6c,T986 (ss),(T6)98,24,49.409932,48.47546,1.868945,2458467095952,94784881968,5071570479360,8599,8599
8600,KcQd9h4h,KQ94 (ss),KQ(94),24,49.409374,48.518562,1.781623,2460653077608,90356254008,5071570479360,8600,8600
8601,Qc7d5c4d,Q754 (ds),(Q5)(74),12,49.40921,48.677427,1.463568,1234354996464,37112929788,2535785239680,8601,8601
8602,Tc9d2d2c,T922 (ds),(T2)(92),12,49.407335,48.964936,0.884799,1241645612508,22436612328,2535785239680,8602,8602
8603,AcJd6c3h,AJ63 (ss),(A6)J3,24,49.407099,48.5481,1.717998,2462151101256,87129462840,5071570479360,8603,8603
8604,QcTd9d2h,QT92 (ss),Q(T9)2,24,49.406593,48.477969,1.857247,2458594380048,94191578592,5071570479360,8604,8604
8605,Qc9c6c5d,Q965 (3s),(Q96)5,12,49.406435,48.438179,1.93651,1228288202628,49105746612,2535785239680,8605,8605
8606,Tc8h8d5s,T885 (r),T885,12,49.404221,49.009909,0.788624,1242786039348,19997810556,2535785239680,8606,8606
8607,QcJd7d2c,QJ72 (ds),(Q2)(J7),12,49.402522,48.67371,1.457625,1234260754560,36962231772,2535785239680,8607,8607
8608,QcTc6d3h,QT63 (ss),(QT)63,24,49.399367,48.452154,1.894427,2457285117840,96077204208,5071570479360,8608,8608
8609,Kc5d3d3c,K533 (ds),(K3)(53),12,49.398546,49.09347,0.610152,1244904960108,15472146336,2535785239680,8609,8609
8610,QcTd4h4d,QT44 (ss),Q(T4)4,24,49.39718,48.900189,0.993982,2480007557448,50410513152,5071570479360,8610,8610
8611,9c8d5h5c,9855 (ss),(95)85,24,49.393153,48.906355,0.973596,2480320267800,49376618760,5071570479360,8611,8611
8612,QcJd7c2d,QJ72 (ds),(Q7)(J2),12,49.393012,48.66422,1.457583,1234020117276,36961187016,2535785239680,8612,8612
8613,QcJd9c3h,QJ93 (ss),(Q9)J3,24,49.391946,48.484769,1.814355,2458939212480,92016269496,5071570479360,8613,8613
8614,QcTc7d5c,QT75 (3s),(QT5)7,12,49.39106,48.40671,1.9687,1227490197852,49922003136,2535785239680,8614,8614
8615,Jc5d5c3d,J553 (ds),(J5)(53),12,49.390872,49.147436,0.486872,1246273423896,12346034784,2535785239680,8615,8615
8616,QcJc5c4c,QJ54 (m),(QJ54),4,49.386795,48.317424,2.138742,408408700668,18077965332,845261746560,8616,8616
8617,Qc9c6d5c,Q965 (3s),(Q95)6,12,49.386642,48.418139,1.937005,1227780027984,49118277492,2535785239680,8617,8617
8618,KcJd9h2d,KJ92 (ss),K(J2)9,24,49.385072,48.489067,1.792011,2459157199776,90883108944,5071570479360,8618,8618
8619,Kc8d7d2c,K872 (ds),(K2)(87),12,49.384504,48.676568,1.415871,1234333226076,35903449872,2535785239680,8619,8619
8620,AcTd6h3d,AT63 (ss),A(T3)6,24,49.382461,48.490789,1.783345,2459244533784,90443608536,5071570479360,8620,8620
8621,AcJd6h3c,AJ63 (ss),(A3)J6,24,49.382244,48.523758,1.716971,2460916586640,87077395632,5071570479360,8621,8621
8622,Jc9c8c7c,J987 (m),(J987),4,49.382185,48.404039,1.956293,409140823432,16535797320,845261746560,8622,8622
8623,Qc7d7c4h,Q774 (ss),(Q7)74,24,49.378697,49.13285,0.491694,2491807116480,24936597984,5071570479360,8623,8623
8624,Jc8c5h5d,J855 (ss),(J8)55,12,49.376618,48.927919,0.897399,1240706940096,22756104036,2535785239680,8624,8624
8625,KcTd7h3d,KT73 (ss),K(T3)7,24,49.376053,48.450611,1.850883,2457206904864,93868832688,5071570479360,8625,8625
8626,KcJd5d3h,KJ53 (ss),K(J5)3,24,49.376012,48.426879,1.898267,2456003274360,96271963176,5071570479360,8626,8626
8627,Tc9c5h5d,T955 (ss),(T9)55,12,49.375434,48.876038,0.998791,1239391361052,25327191204,2535785239680,8627,8627
8628,Qc6h6d5c,Q665 (ss),(Q5)66,12,49.375196,49.032556,0.68528,1243360317084,17377220664,2535785239680,8628,8628
8629,KcJd5h3d,KJ53 (ss),K(J3)5,24,49.374963,48.425951,1.898026,2455956211368,96259719000,5071570479360,8629,8629
8630,Tc7d7c3h,T773 (ss),(T7)73,24,49.373117,49.082446,0.581341,2489250838344,29483143104,5071570479360,8630,8630
8631,JcTd6d4h,JT64 (ss),J(T6)4,24,49.372195,48.374323,1.995744,2453337861072,101215585440,5071570479360,8631,8631
8632,QcJd9h4d,QJ94 (ss),Q(J4)9,24,49.371977,48.459813,1.824328,2457673555728,92522064624,5071570479360,8632,8632
8633,KcQc5d2h,KQ52 (ss),(KQ)52,24,49.368393,48.449971,1.836844,2457174408240,93156835824,5071570479360,8633,8633
8634,Kc8d5h5c,K855 (ss),(K5)85,24,49.368167,49.028426,0.679482,2486511195408,34460391048,5071570479360,8634,8634
8635,JcTd5c4c,JT54 (3s),(J54)T,12,49.368062,48.302979,2.130166,1224859819464,54016441344,2535785239680,8635,8635
8636,Kc8d6d3c,K863 (ds),(K3)(86),12,49.367807,48.65885,1.417914,1233883936128,35955264564,2535785239680,8636,8636
8637,Ac9c8c4c,A984 (m),(A984),4,49.367686,48.432795,1.869782,409383887676,15804555852,845261746560,8637,8637
8638,KcQc3h3d,KQ33 (ss),(KQ)33,12,49.367333,48.869956,0.994754,1239237130800,25224822060,2535785239680,8638,8638
8639,JcTc9d3h,JT93 (ss),(JT)93,24,49.365905,48.426998,1.877813,2456009330448,95234631720,5071570479360,8639,8639
8640,Kc4d4c3d,K443 (ds),(K4)(43),12,49.365604,49.126414,0.478381,1245740342532,12130721964,2535785239680,8640,8640
8641,AcKd8h4s,AK84 (r),AK84,24,49.365499,48.320573,2.089853,2450611912464,105988370400,5071570479360,8641,8641
8642,KcJc5c4c,KJ54 (m),(KJ54),4,49.364446,48.328929,2.071033,408505950688,17505648432,845261746560,8642,8642
8643,KcQcTc3c,KQT3 (m),(KQT3),4,49.3616,48.396374,1.930454,409076032332,16317387828,845261746560,8643,8643
8644,KcQc4d3c,KQ43 (3s),(KQ3)4,12,49.3613,48.366843,1.988914,1226479254888,50434591080,2535785239680,8644,8644
8645,JcTc8d5c,JT85 (3s),(JT5)8,12,49.361018,48.373516,1.975004,1226648474268,50081858664,2535785239680,8645,8645
8646,QcJd6d4d,QJ64 (3s),Q(J64),12,49.360897,48.35475,2.012293,1226172611628,51027438324,2535785239680,8646,8646
8647,KcQc4c3d,KQ43 (3s),(KQ4)3,12,49.359026,48.364566,1.988921,1226421523464,50434766016,2535785239680,8647,8647
8648,Jc9d7h5d,J975 (ss),J(95)7,24,49.358905,48.427805,1.862201,2456050237680,94442813448,5071570479360,8648,8648
8649,Jc9d8h5c,J985 (ss),(J5)98,24,49.358133,48.452122,1.812022,2457283531824,91897963848,5071570479360,8649,8649
8650,QcTd5c4c,QT54 (3s),(Q54)T,12,49.358118,48.329598,2.057042,1225534802184,52162158876,2535785239680,8650,8650
8651,Ac9d8d3d,A983 (3s),A(983),12,49.357355,48.430394,1.853922,1228090772292,47011486440,2535785239680,8651,8651
8652,KcJc9c3d,KJ93 (3s),(KJ9)3,12,49.35719,48.450022,1.814335,1228588517964,46007645388,2535785239680,8652,8652
8653,9d9c6h3s,9963 (r),9963,12,49.357143,48.935654,0.842978,1240903092096,21376107588,2535785239680,8653,8653
8654,JcTd9c3h,JT93 (ss),(J9)T3,24,49.356697,48.415794,1.881806,2455441094760,95437113264,5071570479360,8654,8654
8655,Ac8c4d3d,A843 (ds),(A8)(43),12,49.354569,48.665314,1.37851,1234047850368,34956064656,2535785239680,8655,8655
8656,Qc7c5d4d,Q754 (ds),(Q7)(54),12,49.353753,48.621941,1.463624,1232948012904,37114353504,2535785239680,8656,8656
8657,Qc9d6c5c,Q965 (3s),(Q65)9,12,49.352634,48.383587,1.938093,1226903858628,49145884164,2535785239680,8657,8657
8658,KcJc8d4c,KJ84 (3s),(KJ4)8,12,49.352332,48.432599,1.839466,1228146686772,46644903480,2535785239680,8658,8658
8659,8d8c7h2h,8872 (ss),88(72),12,49.351546,49.001882,0.699328,1242582494868,17733449232,2535785239680,8659,8659
8660,QcJcTd2c,QJT2 (3s),(QJ2)T,12,49.350856,48.380066,1.94158,1226814569328,49234297608,2535785239680,8660,8660
8661,Kc7c5h5d,K755 (ss),(K7)55,12,49.347658,48.967897,0.759524,1241720691828,19259896392,2535785239680,8661,8661
8662,Kc7d6c5h,K765 (ss),(K6)75,24,49.347104,48.48159,1.731027,2458778017824,87790248288,5071570479360,8662,8662
8663,Kc7c6d5h,K765 (ss),(K7)65,24,49.346109,48.480518,1.731181,2458723654008,87798058128,5071570479360,8663,8663
8664,Tc9d8h6d,T986 (ss),T(96)8,24,49.345957,48.411238,1.869439,2455210036752,94809901296,5071570479360,8664,8664
8665,JcTd8c5c,JT85 (3s),(J85)T,12,49.345746,48.356125,1.979242,1226207489052,50189314224,2535785239680,8665,8665
8666,Kc8d7c2d,K872 (ds),(K7)(82),12,49.344751,48.636985,1.415531,1233329491188,35894821536,2535785239680,8666,8666
8667,Tc9c8c7d,T987 (3s),(T98)7,12,49.343409,48.382821,1.921176,1226884439268,48716897748,2535785239680,8667,8667
8668,AcTc4d3h,AT43 (ss),(AT)43,24,49.342595,48.441777,1.801635,2456758874016,91371201120,5071570479360,8668,8668
8669,JcTd6h4d,JT64 (ss),J(T4)6,24,49.34171,48.344046,1.995328,2451802377960,101194480008,5071570479360,8669,8669
8670,Kc7d6h5c,K765 (ss),(K5)76,24,49.337961,48.47201,1.731901,2458292166504,87834566808,5071570479360,8670,8670
8671,QcTd7c5c,QT75 (3s),(Q75)T,12,49.337701,48.35157,1.972262,1226091968304,50012337780,2535785239680,8671,8671
8672,9c5d5c3d,9553 (ds),(95)(53),12,49.336832,49.053083,0.567498,1243880833860,14390531676,2535785239680,8672,8672
8673,QcJc4d3h,QJ43 (ss),(QJ)43,24,49.336613,48.360545,1.952135,2452639142064,99003922536,5071570479360,8673,8673
8674,Kc8d6c3d,K863 (ds),(K6)(83),12,49.334743,48.62589,1.417706,1233048148116,35949969528,2535785239680,8674,8674
8675,QcTc9d4c,QT94 (3s),(QT4)9,12,49.334632,48.388909,1.891445,1227038824416,47962976652,2535785239680,8675,8675
8676,QcJdTc2c,QJT2 (3s),(QT2)J,12,49.331595,48.358997,1.945197,1226280295932,49326013944,2535785239680,8676,8676
8677,AcKd8c2c,AK82 (3s),(A82)K,12,49.330525,48.420433,1.820183,1227838187652,46155943716,2535785239680,8677,8677
8678,AcTd7d2h,AT72 (ss),A(T7)2,24,49.329352,48.434486,1.789732,2456389092480,90767535312,5071570479360,8678,8678
8679,Tc9d4c3d,T943 (ds),(T4)(93),12,49.328592,48.508624,1.639936,1230074536428,41585256672,2535785239680,8679,8679
8680,Jc9d5d2c,J952 (ds),(J2)(95),12,49.327508,48.551141,1.552736,1231152655596,39374039172,2535785239680,8680,8680
8681,Ac4d4c2d,A442 (ds),(A4)(42),12,49.327365,49.113822,0.427086,1245421043832,10829989980,2535785239680,8681,8681
8682,8c7d7c4c,8774 (3s),(874)7,12,49.326837,48.937774,0.778125,1240956859500,19731569964,2535785239680,8682,8682
8683,JcTc6d2d,JT62 (ds),(JT)(62),12,49.326415,48.547821,1.557187,1231068476436,39486923796,2535785239680,8683,8683
8684,Tc9d4d3c,T943 (ds),(T3)(94),12,49.325756,48.5058,1.639913,1230002910108,41584659360,2535785239680,8684,8684
8685,Kc8c6d5h,K865 (ss),(K8)65,24,49.320775,48.454713,1.732124,2457414917712,87845900136,5071570479360,8685,8685
8686,QcTd9c4c,QT94 (3s),(Q94)T,12,49.319402,48.371582,1.89564,1226599437780,48069351540,2535785239680,8686,8686
8687,Jc9d5c2d,J952 (ds),(J5)(92),12,49.318895,48.542538,1.552715,1230934507800,39373510152,2535785239680,8687,8687
8688,Ac9c7c3d,A973 (3s),(A97)3,12,49.318117,48.411066,1.814102,1227600666612,46001727480,2535785239680,8688,8688
8689,KcJd6d4d,KJ64 (3s),K(J64),12,49.317616,48.344476,1.94628,1225912084656,49353488748,2535785239680,8689,8689
8690,KcQd9h2c,KQ92 (ss),(K2)Q9,24,49.315978,48.440542,1.750872,2456696220432,88796693352,5071570479360,8690,8690
8691,JcTc3d2d,JT32 (ds),(JT)(32),12,49.315581,48.493602,1.643957,1229693608812,41687211864,2535785239680,8691,8691
8692,JcTc9c6c,JT96 (m),(JT96),4,49.314189,48.321123,1.986131,408439969152,16788009108,845261746560,8692,8692
8693,KcQc7d3h,KQ73 (ss),(KQ)73,24,49.31376,48.438591,1.750338,2456597256888,88769628000,5071570479360,8693,8693
8694,9c8d5h5d,9855 (ss),9(85)5,24,49.313534,48.827618,0.971833,2476327042896,49287217872,5071570479360,8694,8694
8695,KcJd9h6s,KJ96 (r),KJ96,24,49.309031,48.242388,2.133286,2446646703072,108191114496,5071570479360,8695,8695
8696,KcQc9c4d,KQ94 (3s),(KQ9)4,12,49.307169,48.41384,1.786657,1227671017776,45305793924,2535785239680,8696,8696
8697,Kc8d6c5h,K865 (ss),(K6)85,24,49.306127,48.440138,1.731979,2456675715168,87838521168,5071570479360,8697,8697
8698,QcJcTc4c,QJT4 (m),(QJT4),4,49.305685,48.317063,1.977244,408405652532,16712889888,845261746560,8698,8698
8699,Kc9d6d5d,K965 (3s),K(965),12,49.305116,48.36515,1.879932,1226436331344,47671041636,2535785239680,8699,8699
8700,Tc9c8d7c,T987 (3s),(T97)8,12,49.302124,48.341737,1.920776,1225842620184,48706744344,2535785239680,8700,8700
8701,Ac9d8h6s,A986 (r),A986,24,49.301871,48.284479,2.034785,2448781361784,103195571760,5071570479360,8701,8701
8702,Tc9d8c7c,T987 (3s),(T87)9,12,49.30161,48.340281,1.922658,1225805706324,48754489884,2535785239680,8702,8702
8703,KcQd4h3h,KQ43 (ss),KQ(43),24,49.300736,48.309547,1.982379,2450052715320,100537731552,5071570479360,8703,8703
8704,Ac8d4h4c,A844 (ss),(A4)84,24,49.298085,48.946529,0.703112,2482357711968,35658801264,5071570479360,8704,8704
8705,QcTc6c5c,QT65 (m),(QT65),4,49.297527,48.25045,2.094154,407842597700,17701084176,845261746560,8705,8705
8706,Ac9d6d5d,A965 (3s),A(965),12,49.2967,48.388324,1.816752,1227023986836,46068923796,2535785239680,8706,8706
8707,Qc6h6d5d,Q665 (ss),Q(65)6,24,49.294827,48.957786,0.674083,2482928632992,34186571400,5071570479360,8707,8707
8708,Kc8d6h5c,K865 (ss),(K5)86,24,49.293125,48.42676,1.732729,2455997266656,87876589992,5071570479360,8708,8708
8709,Jc6d4d4c,J644 (ds),(J4)(64),12,49.292936,49.000321,0.585229,1242542915388,14840159076,2535785239680,8709,8709
8710,QcTd6c3h,QT63 (ss),(Q6)T3,24,49.291453,48.342704,1.897498,2451734303136,96232937112,5071570479360,8710,8710
8711,Qc6d5h5c,Q655 (ss),(Q5)65,24,49.290673,48.901689,0.777968,2480083641384,39455207112,5071570479360,8711,8711
8712,AcKc3d2c,AK32 (3s),(AK2)3,12,49.289719,48.314689,1.95006,1225156756512,49449328428,2535785239680,8712,8712
8713,QcTc4h4d,QT44 (ss),(QT)44,12,49.288213,48.784911,1.006604,1237080574884,25525322628,2535785239680,8713,8713
8714,Qc9c5d2d,Q952 (ds),(Q9)(52),12,49.287616,48.543131,1.488969,1230949560480,37757045424,2535785239680,8714,8714
8715,4d4c3d3c,4433 (ds),(43)(43),6,49.287504,49.127251,0.320506,622880789592,4063673148,1267892619840,8715,8715
8716,Jc9d8d5h,J985 (ss),J(98)5,24,49.286619,48.379111,1.815016,2453580696384,92049822600,5071570479360,8716,8716
8717,AcKc3c2d,AK32 (3s),(AK3)2,12,49.285966,48.310916,1.9501,1225061083500,49450345500,2535785239680,8717,8717
8718,KcTc3d2d,KT32 (ds),(KT)(32),12,49.283152,48.525064,1.516177,1230491411100,38446984632,2535785239680,8718,8718
8719,AcQd7d3d,AQ73 (3s),A(Q73),12,49.282901,48.367069,1.831663,1226485005732,46447037052,2535785239680,8719,8719
8720,Ac8c7d2h,A872 (ss),(A8)72,24,49.279494,48.412663,1.733662,2455282313232,87923872296,5071570479360,8720,8720
8721,KcQd9d2h,KQ92 (ss),K(Q9)2,24,49.278019,48.400636,1.754766,2454672379344,88994172144,5071570479360,8721,8721
8722,KcJd9d4d,KJ94 (3s),K(J94),12,49.275437,48.358888,1.833098,1226277554688,46483426020,2535785239680,8722,8722
8723,Ac9d7h3h,A973 (ss),A9(73),24,49.27537,48.370362,1.810015,2453136997008,91796204856,5071570479360,8723,8723
8724,QcJc8c4d,QJ84 (3s),(QJ8)4,12,49.274959,48.337721,1.874476,1225740792576,47532677580,2535785239680,8724,8724
8725,AcQd6h3h,AQ63 (ss),AQ(63),24,49.274097,48.363511,1.821173,2452789539936,92362063656,5071570479360,8725,8725
8726,AcQd6c3c,AQ63 (3s),(A63)Q,12,49.274021,48.359579,1.828885,1226295056772,46376591436,2535785239680,8726,8726
8727,Kc9d4c3d,K943 (ds),(K4)(93),12,49.27338,48.554154,1.438451,1231229070216,36476034984,2535785239680,8727,8727
8728,Tc7d6c5d,T765 (ds),(T6)(75),12,49.273224,48.518979,1.50849,1230337114320,38252061084,2535785239680,8728,8728
8729,Tc7d6d5c,T765 (ds),(T5)(76),12,49.27262,48.518401,1.508439,1230322442196,38250762888,2535785239680,8729,8729
8730,Tc9d8d7d,T987 (3s),T(987),12,49.272346,48.310538,1.923615,1225051502940,48778754388,2535785239680,8730,8730
8731,8c6d6c5h,8665 (ss),(86)65,24,49.272137,48.863307,0.817659,2478137064384,41468150208,5071570479360,8731,8731
8732,Kc8c7d2d,K872 (ds),(K8)(72),12,49.271982,48.564211,1.415541,1231484099364,35895088800,2535785239680,8732,8732
8733,JcTd9h4d,JT94 (ss),J(T4)9,24,49.271855,48.326252,1.891205,2450899951992,95913794040,5071570479360,8733,8733
8734,QcTd9h6s,QT96 (r),QT96,24,49.271469,48.18779,2.167357,2443877746560,109919062656,5071570479360,8734,8734
8735,Kc9d4d3c,K943 (ds),(K3)(94),12,49.269625,48.550414,1.438422,1231134235512,36475287336,2535785239680,8735,8735
8736,Tc9d8h6h,T986 (ss),T9(86),24,49.268709,48.332991,1.871436,2451241679664,94911207144,5071570479360,8736,8736
8737,KcJd8c4c,KJ84 (3s),(K84)J,12,49.268143,48.346148,1.843989,1225954493460,46759592484,2535785239680,8737,8737
8738,Ac8d7c2h,A872 (ss),(A7)82,24,49.267516,48.399906,1.735221,2454635328504,88002934488,5071570479360,8738,8738
8739,7c5d4d4c,7544 (ds),(74)(54),12,49.267272,48.888913,0.756719,1239717830676,19188773820,2535785239680,8739,8739
8740,JcTd5d4d,JT54 (3s),J(T54),12,49.265858,48.200276,2.131164,1222255490184,54041744592,2535785239680,8740,8740
8741,AcQc3d2h,AQ32 (ss),(AQ)32,24,49.263302,48.350506,1.825592,2452129983624,92586169704,5071570479360,8741,8741
8742,8d8c5h3h,8853 (ss),88(53),12,49.262854,48.871772,0.782164,1239283176324,19833990504,2535785239680,8742,8742
8743,QcTd6h3c,QT63 (ss),(Q3)T6,24,49.262416,48.314154,1.896525,2450286356088,96183589464,5071570479360,8743,8743
8744,Qc8c5h5d,Q855 (ss),(Q8)55,12,49.260512,48.861925,0.797174,1239033483672,20214615804,2535785239680,8744,8744
8745,AcTd4h3c,AT43 (ss),(A3)T4,24,49.259352,48.357154,1.804396,2452467161208,91511202240,5071570479360,8745,8745
8746,Ac7h7d2c,A772 (ss),(A2)77,12,49.255106,49.031594,0.447023,1243335935904,11335541412,2535785239680,8746,8746
8747,Ac9c7d3c,A973 (3s),(A93)7,12,49.254789,48.348068,1.813442,1226003177088,45985000968,2535785239680,8747,8747
8748,AcTd4c3h,AT43 (ss),(A4)T3,24,49.253103,48.350924,1.804358,2452151186040,91509265440,5071570479360,8748,8748
8749,AcJc7c3c,AJ73 (m),(AJ73),4,49.250455,48.310106,1.880699,408346842144,15896832660,845261746560,8749,8749
8750,Ac6d5h4c,A654 (ss),(A4)65,24,49.250267,48.400972,1.69859,2454689419680,86145208848,5071570479360,8750,8750
